Site Number,LastUpdated,Last Updated By,Municode,Site Name,Address,City,County,Municipality,State,Zip Code,Ownership Type,Ownership,PStatus,PI Number,Owner Name,Owner Organization,Authorized Representative,Auth Rep Relation to Owner,Owner Phone,Owner Fax,Owner Email,Owner Address,Owner Street,Owner City,Owner State,Owner Zip Code,Owner County,Municipal Contact Name,Department,Municipal Contact Title,Contact Relation to Owner,Municipal Contact Phone,Municipal Contact Fax,Municipal Contact Email,Municipal Contact Street,Municipal Contact City,Municipal Contact State,Municipal Contact Zip Code,Description,Additional Comments,Transaction Type,Transfer Type,Current Zoning,Proposed Zoning,Copy of Title Insurance,Block,Lot,X Coordinate,Y Coordinate,Coord,Development Plan Completed,Market Study Completed,Current Activity,Current Operations,Prior Operations,Acres,Size Range,Deed Restrictions,Easements,Buildings,Condition of Buildings,Square Footage,Total Buildable Space,Assessed Value,Sale Price,Lease Price,Tax Certificate,Annual Taxes,Tax Lien,Other Liens/Judgements,Traffic Study,Road Access,Waterfront Access,Airport Access,Public Transportation Access,Major Highway Name,Major Highway Interchange,Major Highway Miles Away,Local Highway Name,Local Highway Interchange,Local Highway Miles Away,Rail Type,Rail Name,Rail Station,Rail Miles Away,Public Water,Electric,Gas,Public Sewer,Telephone,Cable,Fiber Optics,Wetlands,Sensitive Ecosystems/Habitats,Endangered Species,Historic/Archeological Site,100 Year Flood Plain,500 Year Flood Plain,Environmental Report Copies,List Containing Site,Preliminary Assessment,Site Investigation,Remedial Investigation,Remedial Action Workplan,Voluntary Cleanup Program,Environmental Litigation,Remediation In Progress,Remediation Estimated Complete Date,Regulatory sign-off,Regulatory Sign-Off Description,Other Incentives,Low Interest Rates,HDSRF Grants,TIF,HDSRF Loans,USA Loans,USA Grants,Designated Redevelopment Area,Environmental Opportunity Zone,Tax Rebate or Abatement,Empowerment Zone (Federal),Urban Coordinating Council Neighborhood,Enterprise Community (Federal),Urban Enterprise Zone,Create Date,County_int_FK,Municipality_int_FK,Planning Area Designation,Authorized Representative Email,Authorized Representative Phone,RepresentativeAddress,RepresentativeStreet,RepresentativeCity,RepresentativeState,RepresentativeZip,SubmitterName,SubmitterAddress1,SubmitterAddress2,SubmitterCity,SubmitterState,SubmitterZip,SubmitterEmail,SubmitterPhone
3273,,Kevin Shinn,0906,Two Family Housing Apartment ,161 Beacon Ave,Jersey City,HUDSON,Jersey City,NJ,07306,Private,Corporation,Nominated,,Edith  Rifenburg ,"VIDA, PACIFICION & ENCARNACION","VIDA, PACIFICION & ENCARNACION",Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,163 BEACON AVENUE ,Jersey City,NJ,07306,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Two family Housing apartment complex located on Beacon Avenue.  Building Condition in great shape with parking driveway in front of house.  ,,,,Residential,,,576,98,,,0:0,Unknown,Unknown,Under used (not fully used),,,.061,.25 – 1,No,Unknown,1,Fair to Good,,*,,,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3274,,Kevin Shinn,0906,Hopkins & Concord ,19 Hopkins Ave,Jersey City,HUDSON,Jersey City,NJ,07306,Private,Corporation,Nominated,,* *,"19 HOPKINS, L.L.C. ","19 HOPKINS, L.L.C. ",Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,99 MAGNOLIA AVE. ,Jersey City,NJ,07306,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Site on a dead end street on Hopkins Avenue.   Three story building- conditions in great shape with parking lot on side of the building.,,,,Residential,,,559,17,,,0:0,Unknown,Unknown,Under used (not fully used),,,.057,.25 – 1,No,Unknown,1,Fair to Good,,*,,,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3275,,Kevin Shinn,0906,Two Family Homes ,34 Liberty Avenue,Jersey City,HUDSON,Jersey City,NJ,07306,Private,Individual,Nominated,,GLENDA A.  ADRIANO,,GLENDA A. ADRIANO,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,34 LIBERTY AVENUE ,Jersey City,NJ,07306,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Two family home right off of Liberty Avenue & Berkely Place.,,,,Unknown,,,340,"3,22A",616389.718,686494.024,616389.718:686494.024,Unknown,Unknown,Under used (not fully used),,,.463,.25 – 1,No,Unknown,1,Fair to Good,,*,,,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3276,,Paul Kaczka,0906,Steel tech Corp.,417 Communipaw Avenue ,Jersey City,HUDSON,Jersey City,NJ,07305,Private,Corporation,Archived,,* *,"J.C. MAC ELROY CO.,INC. ","J.C. MAC ELROY CO.,INC. ",Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,91 ETHEL ROAS WEST ,PISCATAWAY,NJ,08855,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,"Site has overgrown weeds in area.  Also, area is underutilized.",,,,Other,,,2040,10,612651.099,685093.995,612651.099:685093.995,Unknown,Unknown,Under used (not fully used),,,2.537,3 – 5,No,Unknown,1,Poor,,*,"$250,000 to $1,000,000",,,No,23266,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.5,440,,1,Commuter And Freight,Light Rail,Liberty State Park,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3277,,Paul Kaczka,0906,J&A Auto Repairs ,181 Pacific Avenue ,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Archived,,* *,LEONARD PARNESS TRUCKING CORP ,LEONARD PARNESS TRUCKING CORP ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,181 PACIFIC AVE ,JERSEY CITY ,NJ,07304,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Series of buildings - Auto Repair Shop and Steel wheel repair center.  ,,,,Other,,,2030,8,612171.629,683277.535,612171.629:683277.535,Unknown,Unknown,Under used (not fully used),,,1.345,1 – 2,Yes,Unknown,1,Poor,,*,"$250,000 to $1,000,000",,,Yes,25875,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Liberty State Park,0.25,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3278,,Paul Kaczka,0906,Eden Wood Corp ,150 Pacific Ave,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Redeveloped,,* *,EDEN WOOD REALTY,EDEN WOOD REALTY,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,47 PARSIPANNY ROAD,WHIPPANY  ,NJ,07981,,Bettty  Kearns ,City of Jersey City,Emvironmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S,Jersey City,NJ,07305,Newly Developed factory right off of Pacific Avenue.  ,,,,Other,,,2031,3,612070.793,683131.160,612070.793:683131.160,Unknown,Unknown,Under used (not fully used),,,6.125,6 – 10,No,Unknown,1,Good,,*,"Greater than $1,000,000",,,No,135067,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Garfield Ave,0.25,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3279,,Paul Kaczka,0906,Rudolph Bass Inc.  ,101-105 Pacific Ave ,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Pending Redevelopment,,* *,RUDOLF BASS INC. ,RUDOLF BASS INC. ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,45 HALLADAY ST,JERSEY CITY ,NJ,07304,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Rudolph Bass Inc located on Pacific Avenue.  ,,,,Other,,,2024,32,611530.830,682656.253,611530.830:682656.253,Unknown,Unknown,Under used (not fully used),,,.057,Less than .25,No,Unknown,1,Fair to Good,,*,"Less than $250,000",,,No,6727,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Garfield,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3280,,Paul Kaczka,0906,Vitaroz ,51-99 Pacific Avenue,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Pending Redevelopment,,* *,PACIFIC PROPERTIES L.L.C. ,PACIFIC PROPERTIES L.L.C. ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,51 PACIFIC AVE. ,JERSEY CITY,NJ,07304,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City ,NJ,07305,Underutilized factory on Pacific Avenue,,,,Other,,,2017,21,610981.109,682152.071,610981.109:682152.071,Unknown,Unknown,Under used (not fully used),,,.057,Less than .25,No,Unknown,1,Poor to Fair,,*,"Greater than $1,000,000",,,No,52277,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Garfield,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3282,,Paul Kaczka,0906,Former Serano Iron Works ,803 Jersey Avenue,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Archived,,* *,GROVE ST.TWO ,GROVE ST.TWO ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,534 BROADWAY,Bayonne,NJ,07002,,Betty  Kearns ,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S,Jersey City,NJ,07305,Abandon 2 story building on Jersey Avenue.  ,,,,Other,,,328,16,618406.299,692308.862,618406.299:692308.862,Unknown,Unknown,Under used (not fully used),,,.57,.25 – 1,No,Unknown,1,Poor to Fair,,*,"$250,000 to $1,000,000",,,No,14490,No,No,Unknown,4-Lane,Yes,Yes,Yes,78,12th street,0.25,1&9,139,0.10,Commuter And Freight,Light Rail,Newport Pavonia,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3284,7/27/16,Barry Ableman,0906,Suydam Realty Co.,248 Suydam Avenue,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,No Longer Brownfield,,* *,"SUYDAM PARTNERS, L.L.C. ","SUYDAM PARTNERS, L.L.C. ",Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,925 HARVEST DR.SUITE 120 ,BLUE BELL,PA,19422,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Building with parking lot on side of building located on Suydam Avenue.  ,"	3/3/2010  	NFA-A (Unrestricted Use)",,,Other,,,2047,"12,11,10,9,8.5",613539.550,683373.438,613539.550:683373.438,Unknown,Unknown,Under used (not fully used),,,7.63,6 – 10,No,No,1,Poor to Fair,,*,"$250,000 to $1,000,000",,,No,28462,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Liberty State Park,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3286,6/16/16,Barry Ableman,0906,Bay Street Condos,150 Bay Street,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,No Longer Brownfield,,* *,NEW BAY ASSOC.C/O NEWMARK & CO. ,NEW BAY ASSOC.C/O NEWMARK & CO. ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,125 PARK AVENUE,NEW YORK,NY,10017,,Betty Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Newly Developed Bay Street Condos.,This is a mixed use building. The first floor is commercial (various stores) and the other  floors are residential,,,Other,,,172,"2,3",619469.597,687818.105,619469.597:687818.105,Unknown,Unknown,Redeveloped,,,1.332,1 – 2,No,No,1,Good,,*,"Greater than $1,000,000",,,No,304217,No,No,Unknown,Other,Yes,Yes,Yes,78,12th Street,0.5,1&9,139,0.5,Commuter And Freight,Light Rail,Newport,0.25,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3289,8/26/16,Barry Ableman,0906,Former Tire Shop,309-311 Pine Street,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Archived,,* *,"408 WHITON STREET, L.L.C.","408 WHITON STREET, L.L.C.",Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,408-410 WHITON ST. ,Jersey City,NJ,07304,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Abandon Former Tire Shop located on Pine Street near Communipaw Avenue.  ,,,,Other,,,2093,22,614827.629,685045.611,614827.629:685045.611,Unknown,Unknown,Under used (not fully used),,,.113,Less than .25,No,Unknown,1,Poor to Fair,,*,"Less than $250,000",,,No,1014,No,No,Unknown,2-Lane,Yes,Yes,Yes,78 ,14B,0.5,1&9,139,1,Commuter And Freight,Light Rail,Liberty State Park,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3290,,Paul Kaczka,0906,Developed Housing,183 Washington Street ,Jersey City,HUDSON,Jersey City,NJ,07302,Public,Municipality,Redeveloped,,Ê Ê,CITY OF JERSEY CITY ,CITY OF JERSEY CITY ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,280 GROVE ST.,JERSEY CITY,NJ,07302,,Betty Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Newly developed housing located on Washington Street.  ,,,,Residential,,,97,10,620155.255,685184.302,620155.255:685184.302,Unknown,Unknown,Redeveloped,,,.275,.25 – 1,No,Unknown,1,Good,,*,"Less than $250,000",,,No,11974,No,No,Unknown,Other,Yes,Yes,Yes,78,12th Street,0.75,1&9,139,0.75,Commuter And Freight,Light Rail,Essex Street,0.25,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3292,7/27/16,Barry Ableman,0906,Paper Company ,198 Pacific Avenue,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Nominated,,* *,Fish Bein Family Pntshp ,*,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,198 Pacific Avenue ,Jersey City ,NJ,07305,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S>,Jersey City,NJ,07305,Underutilized paper company located on Pacific Avenue.  ,No information for this address or name on dataminer,,,Other,,,2031,4,612466.597,683491.990,612466.597:683491.990,Unknown,Unknown,Under used (not fully used),,,1.531,1 – 2,No,No,1,Poor to Fair,,*,"$250,000 to $1,000,000",,,No,37001,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Garfield Ave,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3293,,Paul Kaczka,0906,Jersey City Sewage Authority ,241 Commuipaw Avenue ,Jersey City,HUDSON,Jersey City,NJ,07302,Public,Municipality,Redeveloped,,Ê Ê,City of Jersey City,*,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,280 Grove Street,Jersey City,NJ,07305,,Betty Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Jersey City Sewage Authority- land filled with rubbish and overgrown weeds. ,,,,Other,,,2152,12.a,614170.801,683474.600,614170.801:683474.600,Unknown,Unknown,Redeveloped,,,7.748,6 – 10,No,No,0,Poor,,*,"$250,000 to $1,000,000",,,No,21579,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,1&9,139,1,Commuter And Freight,Light Rail,Liberty State Park,0.25,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3294,8/17/16,Paul Kaczka,0906,Fresenius Medical Service ,107-123 Pacific Avenue,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Redeveloped,,Ê Ê,"107-123 & 127 PACIFIC AVE.ASSOC,LLC",*,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,120 NORTH MAIN ST.#4TH FL,New York,NJ,10956,,Betty Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S,Jersey City,NJ,07305,Newly Developed Factory space located on Pacific Avenue. - Fresenius Kidney Care,,,,Other,,,2024,29,611625.337,682752.271,611625.337:682752.271,Unknown,Unknown,Redeveloped,,,.057,Less than .25,No,Unknown,1,Good,,*,,,,No,,Unknown,Unknown,Unknown,Other,Yes,Yes,Yes,78,14B,0.25,440,,0.5,Commuter And Freight,Light Rail,Garfield,0.25,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3295,,Paul Kaczka,0906,Reliable Paper Recycling Inc.,1 CAVEN POINT AVE,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Archived,,* *,1 CAVEN POINT ROAD ASSOC. L.L.C. ,*,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,1 CAVEN POINT AVE,Jersey City,NJ,07305,,Betty Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Relaible Paper Recycling Inc. ,,,,Other,,,1491,1G-4,,,0:0,Unknown,Unknown,Under used (not fully used),,,*,Unknown,No,No,1,Poor to Fair,,*,"$250,000 to $1,000,000",,,No,49162,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.25,440,,1,Commuter And Freight,Light Rail,Garfield Avenue,0.25,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3296,7/27/16,Barry Ableman,0906,Occidental Chemical Corporation ,651 Tonnele Avenue,Jersey City,HUDSON,Jersey City,NJ,07307,Private,Corporation,Verified by DEP DataMine,,* *,Diamond Shamrock Corp,Diamond Shamrock Corp,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,PO box 27570,Houston,TX,77227,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City ,NJ,07305,"Corporation is active and is located on Tonnele Avenue.    C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW	3/23/1987	 ACO	8/30/1986	 ISRA	5/14/1986	 LSRP 11-20 CAOC	3/23/2011","LSRP Name	CARYN L BARNES  	(215) 446 - 2921",,,Other,,,981,A.2,614441,699882,614441:699882,Unknown,Unknown,Under used (not fully used),,,*,Unknown,No,No,1,Fair to Good,,*,"Greater than $1,000,000",,,No,53866,No,No,Unknown,4-Lane,Yes,Yes,Yes,95,Rte 3E,1,1&9,Tonnele,0,Commuter And Freight,Light Rail,Tonnele Ave,0.5,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3297,5/25/16,Barry Ableman,0906,Claremont Cove ,1 Greene Street,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Redeveloped,,* *,Claremont Cove Condo ,Claremont Cove Condo ,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,*,Jersey City,NJ,07305,,Betty  Kearns,City of Jersey City,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Newly developed housing Condos located on Greene Street near light rail station.  ,,,,Residential,,,65 ,D,620481.851,684886.083,620481.851:684886.083,Unknown,Unknown,Redeveloped,,,1.036,1 – 2,No,Unknown,1,Good,,*,,,,No,,Unknown,Unknown,Unknown,2-Lane,Yes,Yes,Yes,78,12th street,1,1&9 ,139,1,Commuter And Freight,Light Rail,Essex ,0.25,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3298,,Paul Kaczka,0906,Former Block Drug Corp ,257 Cornelison Avenue ,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Archived,,* *,HUDSON COUNTY IMPROVEMENT AUTHORITY,HUDSON COUNTY IMPROVEMENT AUTHORITY,Same,9999999999,9999999999,njbrownfields@njra.state.nj.us,,"574 SUMMIT AVE., 5TH FL. ",Jersey City  ,NJ,07306,,Betty  Kearns ,City of Jersey City ,Environmental Specialist,,2015476848,9999999999,bettyk@cojc.org,575 Rte. 440 S.,Jersey City,NJ,07305,Former Block Drug Corp now utilized as Hudson County Improvement Authority.  ,,,,Industrial,,,1887,1,613924.031,689039.629,613924.031:689039.629,Unknown,Unknown,Under used (not fully used),,,1.934,1 – 2,No,Unknown,3,Poor to Fair,,*,"Greater than $1,000,000",,,No,458970,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,12th Street,0.5,1&9,139,0.25,Commuter And Freight,Light Rail,Jersey Avenu,0.25,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
3300,,Paul Kaczka,0906,Schwartz ,8-34 Aetna Street ,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Pending Redevelopment,,David  Carmel ,,David Carmel ,*,9999999999,9999999999,NJbrownfields@NJRa.state.nj.us,,523 River Road ,Edgewater ,NJ,07020,,Betty  Kearns ,City of Jersey City,Env. Specialist ,,2015476848,9999999999,bettyk@cojc.org,575 Rte 440 S ,Jersey City,NJ,07305,"Vacant, abandon, industrial area.  ",,,,Industrial,,,60,"19n,19p",616180.004,684996.097,616180.004:684996.097,Unknown,Unknown,Under used (not fully used),,,1.41,1 – 2,No,No,1,Poor,,*,"$250,000 to $1,000,000",,,No,17915,No,No,Unknown,2-Lane,Yes,Yes,Yes,78,14B,0.5,1&9,139,1,Commuter And Freight,Light Rail,Jersey Ave,0.25,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
