Work Type,Work Order #,Address,Street,Cross Street,Results,Completion Date,Work Order Date
SEWER MAINTENANCE,2015001288,,DANFORTH AVE,,NOT SCHEDULED GREASED EQUIPMENT.  SHUTTER UNDERWATER. NO HANDRAIL OR CONCRETE SLAB.  UTILIZE RAKE TO CLEAN BARSCREEN EXERCISE REGULATOR WATER LEVLE IS ELEVATED AT GRATINGS SLOWLY CAN'T CLEAN FLOAT PIT BECAUSE OF THIS REASON ELEVATION.,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001260,,CLAREMONT AVE,CARTERET AVE,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. VERIFY WITH CREW. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001261,,ROUTE 440,," MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD.  AFTER CASHING CHECKS RETURNED TO WSP TO DUMP REMIAINING NETS REPLACE 1 WIPER BLADE VERIFY WITH CRAIG LEFT YARD APPROX 10:20AM. SENT CREW TO RICHARD ST, C & CT.  ",3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001262,,RICHARD ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. VERIFY WITH CREW. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001264,,MILL CREEK,,TIDEGATE TBD AND REGULATOR . MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001266,,ESSEX ST,,CHAIN PENDING. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. SENT CREW TO 2ND ST. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001267,,2ND ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001268,,6TH ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001270,,14TH ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. SHOVELED MANHOLE COVERS BILCO DOORS VERIFY WITH CREW ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001272,,SECAUCUS RD,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD.  ROAD TO MANHATAN AVE. BLOCKED TOOK DETOUR TO BROADWAY TRAILERS BLOCKING ENTRY ROAD PASS AT SIP AVE PROCEEDED TO DUNCAN AVE.  ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001273,,DUNCAN AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. CONTRACTOR EQUIPMENT IN WAY OF BOOM.  EXIT BLOCKED BY CRANE.  ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001274,,GRAND ST,,VISUAL INSPECTION WATER LEVEL ELEVATED RETURN TO MAINTENANCE CHAMBER. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001276,,YORK ST,,VISUAL INSPECTION WATER LEVEL ELEVAGTED RETURN TO MAINTENANCE CHAMBER. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001277,,MILL CREEK,,VISUAL INSPECTRION WATER LEVEL ELEVATED RETURN AT LATER DATE TO MAINTENANCE CHAMBER.,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001279,,CLAREMONT AVE,CARTERET AVE,VISUAL INSPECTION DUE TO RAIN & SNOW MELTING STORM WATER ELEVATED RETURN AT LATER DATE TO MAINTENANCE CHAMBER. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001280,,BROWN PL,,VISUAL INSPECTION DUE TO SNOW MELTING & SOEM RAIN RETURN BACK AT LATER DATE TO MAINTENANCE CHAMBER.,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001282,,DANFORTH AVE,, NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION WATER LEVEL ELEVATED RETURN AT LATER DATE OT MAINTENANCE CHAMBER DUE SNOW MELTING SOME RAIN. ,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001283,,RICHARD ST,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  UTILIZE RAKE TO REMOVE DEBRIS OFF SHUTTER HINGE POINTS ALSO EXERCISE REGULATOR HEAVY FLOW DUE TO GATES DOWN WATER BEGINNING TO ELEVATE. ",3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001284,,MINA DR,, NOT SCHEDULED GREASED EQUIPMENT.  UNDER WATER HINGES.  NO HANDRAIL.  UTILIZE VAC TO VAC OUT SLUDGE ORGANIC DEBRIS FLOATABLES FROM BLOCKING BARSCREEN ALS USED RAKE T FEED DEBRIS INTO VAC WASHED DOWN CHAMBER AS WELL EXERCISE REGULATOR VAC OUT FLOAT PIT WAS,3/4/2015,3/4/2015
SEWER MAINTENANCE,2015001299,,DANFORTH AVE,OCEAN AVE,"CLEARED SNOW OFF AND AROUND ALL CATCH BASINS
",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001300,45,GRANT AVE,,"CLEANED SNOW OFF AND AROUND THE CATCH BASIN
",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001343,285,3RD ST,,"PERFORMED A DYE TEST AT THIS LOCATION AND DYE WAS NOT VISIBLE IN THE MAIN SEWER.  OWNER MUST SEEK PLUMBER FOR THE PROBLEM.
",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001315,,MANHATTEN AVE,,"SHOVELED SNOW TO CHECK NETS, LEFT YARD APPROX. 10:50AM. WEATHER CONDITIONS SNOWING.",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001316,,SAINT PAULS AVE,,"SHOVELED SNOW TO CHECK NETS, LEFT YARD APPROX. 10:50AM. WEATHER CONDITIONS SNOWING.",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001318,,BROADWAY,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  SHOVELED SNOW TO CHECK NETS, LEFT YARD APPROX. 10:50AM. WEATHER CONDITIONS SNOWING.",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001319,,VAN WINKLE AVE,,VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001320,,SAINT PAULS AVE,,. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. NOTE ;STOP TO USE RESTROOM.  ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001321,,MANHATTEN AVE,, VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001322,,SECAUCUS RD,, VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. NOTE: DELAY TRAFFIC ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001323,,14TH ST,, VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001324,,6TH ST,,VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001325,,6TH ST,,NOT SCHEDULED GREASED EQUIPMENT. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001327,,2ND ST,,VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MAINTENANCE CHAMBER HEAVY FLOW INCREASE IN FLOW. ,3/5/2015,3/5/2015
SEWER MAINTENANCE,2015002245,225,WARREN ST,,"JETTED THE MAIN SEWER TO RELEASE BLOCKAGE IN MAIN SEWER.
",3/5/2015,3/5/2015
SEWER MAINTENANCE,2015001317,231,TONNELE AVE,,"FILLED 2 POTHOLES USING COLD PATCH.
",3/6/2015,3/6/2015
SEWER MAINTENANCE,2015002253,211,TONNELE AVE,,"CHECKED THE CATCH BASIN AND DETERMINED THAT IT NEEDS A PLATE.  CONSTRUCTION CREW USED 1/2 TON OF COLD PATCH TO FILL HOLE IN STREET.
",3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001493,,STERLING AVE,WOODLAWN AVE,"CLEANED THE NE CATCH BASIN.  ALSO, CLEARED ICE OFF AND AROUND ALL CATCH BASINS.
",3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001500,,DANFORTH AVE,STATE HWY 440,"RESET THE LOOSE MANHOLE COVER
",3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001244,48,BRIGHT ST,,"ON 3-4-15 OWNER MUST SEEK PLUMBER FOR THE PROBLEM.  MAIN SEWER IS FUNCTIONING PROPERLY.  ON 3-6-15 MAIN SEWER IS FUNCTIONING PROPERLY
",3/6/2015,3/4/2015
SEWER MAINTENANCE,2015001330,,BROADWAY,,NOT SCHEDULED GREASED EQUIPMENT UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO SPRINKLE SALT DOWN AROUND MANHOLES ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001331,,BROADWAY,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER & BEHIND WEIR SPINKLE SALT DOWN AROUND MANHOLES AS WELL AS SHOVEL SNOW ICE EXERCISE REGULATOR. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MA,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001332,,SIP AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER & BEHIND WEIR SPINKLE SALT DOWN AROUND MANHOLES AS WELL AS SHOVEL SNOW ICE EXERCISE REGULATOR. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MA,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001333,,DUNCAN AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER & BEHIND WEIR SPINKLE SALT DOWN AROUND MANHOLES AS WELL AS SHOVEL SNOW ICE EXERCISE REGULATOR. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MA,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001334,,CLENDENNY AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER & BEHIND WEIR SPINKLE SALT DOWN AROUND MANHOLES AS WELL AS SHOVEL SNOW ICE EXERCISE REGULATOR. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MA,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001335,,CLAREMONT AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER & BEHIND WEIR SPINKLE SALT DOWN AROUND MANHOLES AS WELL AS SHOVEL SNOW ICE EXERCISE REGULATOR. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MA,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001336,,PRINCETON AVE,,INSPECT PIPES CONDITION & FLOW NO DEBRIS OR SOLID IN PIPES FLOWING GOOD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001337,,BROWN PL,PRINCETON AVE,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER & BEHIND WEIR SPINKLE SALT DOWN AROUND MANHOLES AS WELL AS SHOVEL SNOW ICE EXERCISE REGULATOR. VISUAL INSPECTION DUE TO SEVERE SNOW STORM RETURN AT LATER DATE TO MA,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001338,,SECAUCUS RD,,SHOVELED AND SALTED WORK AREA BEFORE CHECKING NETS NEED BACKHOLE AT MANHATTAN WEATHER CONDTIIONS COLD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001339,,SAINT PAULS AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. DELAYED BY TRAIN. SHOVELED AND SALTED WORK AREA.  NEED BACKHOE AT VAN WINKILE SNOW ICE.,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001340,,BROADWAY,, MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001341,,SIP AVE,,TRAFFIC CONTROL EQUIPMENT SNOW STILL IN WA WILL CHANGE NETS ASAP. ADDRESS CHANGE OVERDUE PIT STOP 3959 PLEASE PLEASE PERFORM MAINTENANCE ON THE NETTING CHAMBER. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001342,,DUNCAN AVE,,ACCESS ROAD BLOCKED BY CONSTRUCTION WILL RETURN ASAP. PLEASE MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001344,,CLENDENNY AVE,,NEED BACKHOE TO CLEAR ACCESS ROAD. WILL RETURN ASAP. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001345,,CLAREMONT AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015001346,,FISK ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS COLD. NEED BACKHOE TO CLEAR AREA. ,3/6/2015,3/6/2015
SEWER MAINTENANCE,2015000249,26,STEVENS AVE,,"JETTED AND VACUUMED THE SEWER
",3/9/2015,1/21/2015
SEWER MAINTENANCE,2015001367,,DWIGHT ST,GARFIELD AVE,"USED 1 PAYLOADER OF COLD PATCH TO FILL SEVERAL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001368,41,ZABRISKIE ST,,"THE ACUTAL COMPLETED DATE IS 3-5-15.  USED 1-BUCKET OF 3/4 STONE, 1-BUCKET OF QP STONE AND 2-BGS OF COLD PATCH TO FILL HOLE IN STREET.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001369,,6TH ST,BRUNSWICK ST,"USED 5 TONS OF COLD PATCH TO FILL SEVERAL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001370,216,GRANT AVE,,"USED 1/2 TON OF COLD PATCH TO FILL POTHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001371,90,MONTICELLO AVE,,"USED 2 TONS OF COLD PATCH TO FILL POTHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001372,,ORIENT AVE,,"USED 1/4 TON OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001373,432-434,MOMMOUTH ST,,"USED 5 TONS OF COLD PATCH TO FILL SEVERAL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001376,,KELLOGG ST,STATE HWY 440,"USED 15 BUCKETS (5 GALLON)  OF COLD PATCH TO FILL SEVERAL POTHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001379,,10TH ST,MANILA AVE,"USED 10 SHOVELS OF COLD PATCH TO FILL POTHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001380,354,PRINCETON AVE,,"USED 10 SHOVELS OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001381,146,STEVENS AVE,,"USED 2 YARDS OF STONE AND 1 BUCKET OF COLD PATCH TO STABILIZE SINKHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001382,360,PRINCETON AVE,,"USED 6 SHOVELS OF COLD PATCH TO FILL POTHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001383,,LINDEN AVE,CAVEN PONT RD,"USED 2 YARDS OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001384,,WAVERLY PL,CENTRAL AVE,"USED 7 SHOVELS OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001385,23,RAVINE AVE,,"USED 16 SHOVELS OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001386,520,PALISADE AVE,,"USED 5 SHOVELS OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001387,,THORNE ST,SUMMIT AVE,"USED 1 SHOVEL OF COLD PATCH TO FILL POTHOLE.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001388,,TONNELE AVE,,"USED 3 SHOVELS OF COLD PATCH TO FILL POTHOLES.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015000283,80,LEMBECK AVE,,"JETTED AND VACUUMED THE SEWER
",3/9/2015,1/22/2015
SEWER MAINTENANCE,2015001329,20,TONNELE AVE,,"JETTED AND VACUUMED THE SEWER TO RELEASE BLOCKAGE.  ALSO, PUT 1 CAN OF CHEMICAL SOLVENT INTO THE SEWER FOR MAINTENANCE.",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001356,,2ND ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. VERIFY WITH CREW.  ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001357,,6TH ST,, MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001358,,14TH ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001359,,BROWN PL,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OUT TIDEGATE ALSO FROM BEHIND WEIR ALSO REMOVED 1 BUCKET OF ROCKS EXERCISE REGULATOR WASHED DOWN CHAMBER & PIT WE SCHEDULED DATE TO VAC OUT FLOAT PIT. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001360,,RICHARD ST,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OUT TIDEGATE ALSO FROM BEHIND WEIR ALSO REMOVED 1 BUCKET OF ROCKS EXERCISE REGULATOR WASHED DOWN CHAMBER & PIT WE SCHEDULED DATE TO VAC OUT FLOAT PIT. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001361,,MINA DR,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OUT TIDEGATE ALSO FROM BEHIND WEIR ALSO REMOVED 1 BUCKET OF ROCKS EXERCISE REGULATOR WASHED DOWN CHAMBER & PIT WE SCHEDULED DATE TO VAC OUT FLOAT PIT. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001362,,DANFORTH AVE,,INSPECT STATIC WEIR NO DWO REMOVED SOME DEBRIS OFF LADDER.  NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OUT TIDEGATE ALSO FROM BEHIND WEIR ALSO REMOVED 1 BUCKET OF ROCKS EXERCISE REGULATOR WASHED DOWN CHAMBER & PIT WE S,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001363,,DANFORTH AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OUT TIDEGATE ALSO FROM BEHIND WEIR ALSO REMOVED 1 BUCKET OF ROCKS EXERCISE REGULATOR WASHED DOWN CHAMBER & PIT WE SCHEDULED DATE TO VAC OUT FLOAT PIT. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001364,,DANFORTH AVE,,NOT SCHEDULED GREASED EQUIPMENT. UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OUT TIDEGATE ALSO FROM BEHIND WEIR ALSO REMOVED 1 BUCKET OF ROCKS EXERCISE REGULATOR WASHED DOWN CHAMBER & PIT WE SCHEDULED DATE TO VAC OUT FLOAT PIT. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001348,,MINA DR,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. CHAIN PENDING, FUELED TRUCKS. WEATHER CONDITIONS MILD. ",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001349,,DANFORTH AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. PIT STOP CREW PROCEEDED TO BROWN PL,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001350,,BROWN PL,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001351,,RICHARD ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001352,,CLAREMONT AVE,CARTERET AVE,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001353,,MILL CREEK,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001354,,ESSEX ST,,"MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. WHILE ENROUTE TO JOBSITE RECEIVED CALL FROM F. CLASS TO MEET DOE REPS. AT SIP AVE. SNET CREW TO ESSEX ST. 2ND ST, 6TH ST. 14TH ST., VERIFY.  ",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001355,,SIP AVE,,MET W/DOT MOVED TRAFFIC CONTROL EQUIPMENT.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001489,,HARRISON AVE,MONTICELLO AVE,"CLEANED THE SE AND NE CATCH BASINS
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001490,,ASTOR PL,MONTICELLO AVE,"CLEANED THE NE CATCH BASIN
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001491,,GARDNER AVE,MONTICELLO AVE,"CLEANED THE SE AND NE CATCH BASINS
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001492,,JEWETT AVE,MONTICELLO AVE,"CLEANED THE NE CATCH BASIN
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001497,,BROADWAY,WALES AVE,"PUT 1/2 CAN OF CHEMICAL SOLVENT INTO THE SEWER
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001498,,KENNEDY BLVD,STEVENS AVE,"PUT 1 CAN OF CHEMICAL SOLVENT INTO THE SEWER
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001499,,KELLOGG ST,STATE HWY 440,"PUT 1/2 CAN OF CHEMICAL SOLVENT INTO THE SEWER
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001501,,STEVENS AVE,KENNEDY BLVD,"JETTED AND VACUUMED THE SEWER FOR THE CAMERA CREW.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001510,,BARROW ST,CRISTOPHER COLUMBUS DR,"CLEANED THE SW, SE AND NE CATCH BASINS.  ALSO, REMOVED ICE AND SNOW OFF AND AROUND ALL CATCH BASINS.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001512,,6TH ST,DIVISION ST,"CLEANED THE NE, NW, SE AND SW CATCH BASINS
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001513,,7TH ST,DIVISION ST,"CLEANED THE NE, NW, SE AND SW CATCH BASINS
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001516,,BARBARA PL,GRAND ST,"CLEANED THE NE AND SE CATCH BASINS
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001517,,BROOK ST,CENTER ST,"CLEANED THE NE AND SE CATCH BASINS.
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015000416,21,GREENVILLE AVE,,"JETTED AND VACUUMED THE SEWER
",3/9/2015,1/28/2015
SEWER MAINTENANCE,2015001414,,MOMMOUTH ST,BRIGHT ST,JETTED AND VACUUMED MANHOLE N115 TO N 123,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001415,,MOMMOUTH ST,BRIGHT ST,JETTED AND VACUUMED MANHOLE N114 TO N115,3/9/2015,3/9/2015
SEWER MAINTENANCE,2015001416,,MOMMOUTH ST,BRIGHT ST,"JETTED AND VACUUMED MANHOLE N123 TO N124
",3/9/2015,3/9/2015
SEWER MAINTENANCE,2015000727,,EAST ST,MAGNOLIA AVE,"JETTED AND VACUUMED THE CATCH BASIN
",3/10/2015,2/6/2015
SEWER MAINTENANCE,2015001347,280,4TH ST,,"MAIN SEWER IS FUNCTIONING PROPERLY.  RESIDENT HAD PLUMBER CLEAR THEIR SEWER LINE.
",3/10/2015,3/10/2015
SEWER MAINTENANCE,2015001396,,SECAUCUS RD,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. 2 SMALL PIECES SLIGHT GRIT BUILDUP. WEATHER CONDITION MILD ,3/10/2015,3/10/2015
SEWER MAINTENANCE,2015001397,,MANHATTEN AVE,,DELAY AT ENTRY & EXIT  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,3/10/2015,3/10/2015
SEWER MAINTENANCE,2015001398,,SAINT PAULS AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. PIT STOP WSP. SENT CREW TO VAN WINKLE. ,3/10/2015,3/10/2015
SEWER MAINTENANCE,2015001399,,VAN WINKLE AVE,, MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. VERIFY WIETH CREW ,3/10/2015,3/10/2015
SEWER MAINTENANCE,2015001400,,BROADWAY,, MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. EMERGENCY PIT STOP I PROCEEDED TO SIP AVE. ,3/10/2015,3/10/2015
